Found 4 args.
Observation: TS3003c; Result size: 416; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
A	21.26	36.02	Okay . Uh good afternoon . This is our third meeting already . I hope you enjoyed your lunch . I did anyway . Um let's see . 	
D	24.09	24.64	Good afternoon . 	
A	39.62	60.95	Presentation three . Okay this is um the second phase uh we're going to discuss today . It's the conceptual design meeting . And a few points of interest in this meeting um are the conceptual specification of components . 	
A	61.25	75.8	Uh conceptual specification of design . And also trend-watching . Um these are hopefully the points you addressed in uh your pre uh presentations you're going to show me in a few minutes . 	
A	77.08	98.0	Um but first I'll show you the agenda . Uh first the opening . Then we have three presentations . Uh after that we have to come to a decision on remote control concepts . How we're going to make it . And then we're closing . We have about forty minutes . 	
A	99.11	107.47	Uh so I suggest let's get started . Uh did someone encounter any problems during the preparation ? 	
A	109.64	112.56	No ? Everything fine ? That's nice . 	
B	109.75	109.97	No . 	
D	110.409	111.151		
A	114.8	139.87	Then a little uh thing about the last meeting . Uh these are the points um we agreed on . The requirements and the target market . Uh requirements are uh teletext , docking station , audio signal , small screen , with some extras that uh button information . And we are going to use default materials . 	
A	141.37	157.55	Um does somebody have any comments on these requirements ? Maybe ? No ? These are just the the things we thought of , so maybe if you figured something else or thought of something else , just let me know . And maybe we can uh work it out . 	
A	158.44	163.34	And we're going to target uh sixty to to eighty year old customers . 	
A	165.11	174.02	So now everybody knows what we're do we're doing , um I suggest let's get started with the presentations . 	
A	175.32	180.12	So shall we keep the same uh line-up as uh last time ? 	
D	180.27	183.0	Sure . I'll start off then . 	
A	180.89	181.24	Okay . 	
A	182.67	184.768	Good luck . 	
D	192.77	193.34	Doh . 	
D	203.97	216.1	'Kay I'm uh gonna inform you about the trend-watching I've done over the past few days . Um we've done some market research . We distributed some more enquetes , questionnaires . 	
D	216.7	235.25	And um besides that um I deployed some trend-watchers to Milan and Paris to well get all of the newest trends . And I've consulted some additional trend-watch trend-watchers , after the original trend-watchers return , about what the 	
D	236.85	254.62	the best design would be . Um okay these are some overall findings . Um most important thing is the fancy design . Um the research indicated that that was by far the most important factor . 	
D	255.1	267.76	Um innovativeness was about half as important as the fancy design . By innovativeness this means um functions which are not featured in other remote controls . 	
D	268.97	291.93	Um about half of , half as important as the innovativeness was the was easy to use . Um for our um group , we're focusing on the people of sixty to eighty y years old , this is um , these factors are slightly more equal . 	
D	295.07	310.93	'Kay these are some more group specific findings . Uh the older people prefer dark colours . Uh they like recognisable shapes , and familiar material . And our surveys have indicated that especially wood is pretty much 	
D	312.0	327.64	the material for older people . Um this is , this image will give you a little bit of an impression about um the look-and-feel that um the remote should have . 	
D	331.07	339.33	Um this leads us to some personal preferences . Uh the remote control and the docking station should uh blend in in the 	
D	340.45	362.7	in the room . Um so this would mean no uh eye-catching designs . Just keep it simple and Well the docking station and small screen would be our main points of interest , because this would be the These would uh be the innovativeness in the remote control . 	
D	363.93	384.7	So this would be very important that we at least include these features . Um well the trend-watchers I consulted advised that it b should be , the remote control and the docking station should be telephone-shaped . So you could imagine that uh the remote control will be standing up straight in the docking station . 	
D	385.5	401.7	This is not really This is pretty much a new shape to uh older people . So they would prefer uh a design where the remote control just lies flat in the docking station . So it would be kinda more telephone-shaped . 	
D	402.66	422.27	Um besides that we would advise um to bring two editions , one with a wood-like colour and maybe feel , and one with a grey-black colour . The wood-like for the more uh exclusive people . People with more money . Uh the grey-black colour for well 	
D	425.33	427.3	people with less means . 	
D	430.97	432.03	That would be all . 	
A	432.55	437.58	Okay . Thank you . Any questions about the the trends ? Mayb 	
D	436.35	437.11	Any questions ? 	
B	438.38	439.43	Mm no . 	
A	440.59	443.65	No ? Okay , we go on to the next one . 	
B	449.941	451.053		
A	462.981	463.587		
B	464.17	485.34	Um 'kay um yeah . uh some uh research uh a about um designing of an interface . Um the uh last meeting uh we had a about um uh using a f few buttons . So uh um uh that's w what I what I want to uh 	
B	486.81	509.317	uh to do in uh our design . So um finding an attractive uh way to control uh the remote control . Um the uh I found some uh something about uh speech uh recognition . So maybe uh we can uh use uh that . Um 	
B	509.39	522.63	Uh and uh using a little uh display . So um findings . Um yeah just um we have just to focus on the primary um functions . 	
B	522.8	539.31	So uh only uh buttons uh for uh sound , um for uh on-off , um uh shifting u up uh sa uh ca channel or uh down shifting down . Um uh let's see . Um yeah and 	
