Found 4 args.
Observation: TS3009a; Result size: 579; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
D	4.03	5.276		
A	5.015	13.668		
D	8.62	8.99	I dunno . 	
D	11.36	14.36	Throwing away my toothpick . 	
B	17.49	18.16	Hi there . 	
A	22.91	23.49	Yo . 	
A	26.87	27.32	Ow . 	
C	35.199	35.528		
A	39.8	47.773		
D	42.58	42.91	'Kay . 	
A	48.71	49.908	Uh 	
D	50.95	52.18	Nice user interface . 	
A	52.49	52.82	Yeah . 	
A	53.94	54.651	What the 	
A	55.13	55.944	Uh 	
D	58.745	62.878		
A	60.52	67.34	Yeah well , ja well let's just start . I've uh made a presentation 	
D	64.95	65.16	'Kay . 	
D	68.15	68.94	Right let's see it . 	
A	68.58	73.66	uh but uh I'll open it on the Smartboard , so we can all see it . 	
A	75.51	79.28	So it's in the project documents because that's what we can find here . 	
A	82.28	86.07	Well . Very nice . 	
C	83.088	83.853		
A	87.27	99.024	Well this is called the the the kick-off meeting . So uh I'm the Project Manager , so I had to fill it in , and uh hmm . 	
D	94.32	94.49	'Kay . 	
A	102.51	103.312	Oh sorry . 	
A	107.09	109.136	And an uh a nice agenda . 	
A	110.26	112.7	Uh we'll do the opening and then uh 	
A	113.91	120.34	we'll meet each other , what uh we already do , so , that's not uh very much trouble . I'll I'll show you the 	
A	121.44	130.2	the tools we have here , so that we can all use them . Then uh we'll look at the project plan from uh Real Reaction . 	
D	128.944	130.352		
A	131.53	145.792	We'll discuss about our first ideas about the project , and then uh we'll close the meeting , and then we can uh individually uh do our things and then uh we'll get back here . So this the opening we'll uh 	
A	147.97	158.33	We have to uh design a new television remote control . You have heard that uh already I think , so . Um we want it to be original , so a nice uh a nice new design . 	
D	153.42	153.68	Mm-hmm . 	
A	159.43	165.85	Uh trendy , it's also for young people , and we have to just uh make it uh modern . 	
A	167.46	172.416	And uh friendly , so size does matter . And uh 	
A	175.46	182.15	Well it has to be a have the the right uh the right buttons on the right place , that kin those kind of things . 	
C	180.91	181.19	Mm-hmm . 	
A	185.02	185.68	Other uh 	
A	186.84	193.49	There happen to be uh three stages . functional , conceptual , and d detailed design . 	
A	194.69	203.39	Um so every time we we'll do some individual work , get meeting , talk about it , uh and then go into the next phase . 	
A	204.5	205.08	That's just it . 	
A	207.76	208.432	Um 	
A	209.75	212.01	We have uh these two Smartboards . 	
A	213.2	231.57	Um well as I just showed , there's a project management folder , a project document folder on the desktop . It just works exactly the same as a computer . You just uh click on the on the folder and you open the everything you you put in it with your laptop . So you can uh make uh Words Excel , everything . 	
A	232.77	245.46	Um and the w the r uh the rest uh also works the same so uh when you open a notepad you uh you just get your uh things , you can uh draw . This is a uh well a drawing board . 	
A	246.816	249.79	you have a these 	
A	251.01	255.58	different uh functions on the board . You can see them there . 	
A	256.82	262.94	So you have a a nice pen , and it's works just like a bal ball pen . This is just a . 	
A	264.17	264.912	I want to uh 	
A	266.1	269.357	Oh yeah . Of course w doesn't work any more . 	
C	266.24	272.83	Maybe you should try to write on the on the big white uh Does it ? Yeah . It works . 	
B	268.069	268.899		
A	271.87	275.05	Yes I will eraser so . 	
C	274.944	277.45	Wonderful . 	
